date,year,avg_day_price_eur_kwh,fixed_mean_price_eur_kwh,continuous_mean_price_eur_kwh,sparse_mean_price_eur_kwh,fixed_savings_pct,continuous_savings_pct,sparse_savings_pct,fixed_hours,continuous_start_hour,continuous_hours,sparse_hours
2013-03-10,2013,0.0394595833333333,0.03952499999999997,0.038968571428571394,0.03882499999999995,-0.1657814430377209,1.244341331772563,1.6081855907416203,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",3,"3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,6,7,8,12,13,14,15,16,23"
2013-03-11,2013,0.044630833333333314,0.046398571428571414,0.04356642857142854,0.04208857142857141,-3.9608001088293237,2.3849090021579413,5.696200843427158,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",15,"15,16,17,18,19,20,21,22,23,0,1,2,3,4","0,1,2,3,4,11,12,13,14,15,16,21,22,23"
2013-03-12,2013,0.047112083333333304,0.05014714285714282,0.045339999999999984,0.0432535714285714,-6.442210382282362,3.7614200178651713,8.190068516948571,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,12,13,14,15,16,21,22,23"
2013-03-13,2013,0.04961458333333332,0.05460999999999999,0.04522999999999999,0.04364928571428571,-10.068444257820708,8.837287423892501,12.02327464683122,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,6,13,14,15,16,21,22,23"
2013-03-14,2013,0.05337999999999999,0.059392857142857136,0.05027999999999999,0.04445857142857142,-11.264250923299263,5.807418508804794,16.713054648611042,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",16,"16,17,18,19,20,21,22,23,0,1,2,3,4,5","0,1,2,3,4,5,12,13,14,15,16,21,22,23"
2013-03-15,2013,0.04899458333333332,0.052971428571428565,0.04484357142857142,0.043453571428571425,-8.116907967231572,8.472389440523665,11.309437753687527,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",14,"14,15,16,17,18,19,20,21,22,23,0,1,2,3","0,1,2,3,4,12,13,14,15,16,20,21,22,23"
2013-03-16,2013,0.04255416666666667,0.04281571428571428,0.04223642857142857,0.04178857142857143,-0.6146228196556058,0.7466674126813279,1.799107579975103,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",3,"3,4,5,6,7,8,9,10,11,12,13,14,15,16","1,2,3,4,5,11,12,13,14,15,16,21,22,23"
2013-03-17,2013,0.041138333333333325,0.04093785714285713,0.040767857142857127,0.040477857142857135,0.4873221013884748,0.9005619830884388,1.605500604811872,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",4,"4,5,6,7,8,9,10,11,12,13,14,15,16,17","2,3,8,9,10,11,12,13,14,15,16,17,22,23"
2013-03-18,2013,0.043951249999999976,0.04593071428571427,0.042034285714285684,0.041824285714285696,-4.503772442682048,4.361569433666378,4.839371543959004,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",15,"15,16,17,18,19,20,21,22,23,0,1,2,3,4","0,1,2,3,4,11,12,13,15,16,20,21,22,23"
2013-03-19,2013,0.04490833333333332,0.046645714285714256,0.04344999999999998,0.042852142857142846,-3.8687273016461723,3.2473557246242484,4.578639026588553,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",15,"15,16,17,18,19,20,21,22,23,0,1,2,3,4","0,1,2,3,4,6,12,13,14,15,16,21,22,23"
2013-03-20,2013,0.04814499999999999,0.05193642857142856,0.0446792857142857,0.04405999999999999,-7.875020399685459,7.19849264869518,8.484785543670176,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",17,"17,18,19,20,21,22,23,0,1,2,3,4,5,6","0,1,2,3,4,5,6,12,14,16,20,21,22,23"
2013-03-21,2013,0.05741124999999999,0.06480428571428569,0.05302428571428571,0.047189999999999996,-12.87732929397235,7.641297281829397,17.803566374186236,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",15,"15,16,17,18,19,20,21,22,23,0,1,2,3,4","0,1,2,3,4,12,13,14,15,16,20,21,22,23"
2013-03-22,2013,0.04810291666666664,0.05018499999999999,0.044892857142857116,0.044737857142857114,-4.328393115455604,6.673315770130764,6.995541553390621,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",15,"15,16,17,18,19,20,21,22,23,0,1,2,3,4","0,1,2,3,4,12,13,14,15,16,17,21,22,23"
2013-03-23,2013,0.04438499999999999,0.044731428571428554,0.04413357142857143,0.04362785714285714,-0.7805082154524435,0.5664719419365897,1.705853006968222,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",21,"21,22,23,0,1,2,3,4,5,6,7,8,9,10","0,1,2,3,4,5,6,12,13,14,15,16,22,23"
2013-03-24,2013,0.0444225,0.044700000000000004,0.04419214285714285,0.043830714285714285,-0.6246834374472552,0.5185596102361264,1.33217561885466,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",23,"23,0,1,2,3,4,5,6,7,8,9,10,11,12","0,1,2,3,4,5,6,12,13,14,15,16,22,23"
2013-03-25,2013,0.04610583333333331,0.04764214285714284,0.044649999999999974,0.04442214285714285,-3.3321369829765524,3.1575903266036565,3.651794912842839,"6,7,8,9,10,11,12,13,14,15,16,17,18,19",15,"15,16,17,18,19,20,21,22,23,0,1,2,3,4","0,1,2,3,4,12,13,14,15,16,17,21,22,23"
